post,words,words_count,hashtags,hashtags_count,label
Dzień dobry Wszyscy cicho  śpi,dzień dobry wszystek cicho spać,5,kitku dziendobry koty,3,1
Dom rodzinny mojego  nie przestaje mnie zadziwiać,dom rodzinny mój nie przestawać miąć zadziwiać,7,rozowepasek heheszki,2,1
"Polska to chyba jedyny kraj na świecie gdzie ludzie płacą podatki na publiczną służbę zdrowia dodatkowo co rok rzucają do puszek na medyczny sprzęt tylko po to by następnie w razie choroby umrzeć w kolejce do ich użycia xD

To tylko ukazuje absurd całego tego cyrku ala chlewu obsranego gównem w którym żyjemy  za moje podatki nie są tworzone nowe oddziały tylko zamykane Za moje podatki nie są budowane nowe szpitale tylko zamykane Za moje podatki nie są podnoszone wypłaty ratownikom medycznym czy lekarzom rezydentom tylko obniżane Za moje podatki nie są zatrudniane kolejne pielęgniarki tylko zwalniane 

ZA TO ZA MOJE PODATKI FINANSOWANE JEST  TVP Sylwester marzeń i trzynasta emerytura",polski chybać jedyny kraj świat gdzie lud płacić podatek publiczny służba zdrowie dodatkowo rok rzucać puszek medyczny sprzęt tylko następnie raz choroba umrzeć kolejka on użycie tylko ukazować absurd cały ten cyrk Ala chlew obsrać gówno który żyć mój podatek nie tworzyć nowy oddział tylko zamykać mój podatek nie budować nowy szpital tylko zamykać mój podatek nie podnosić wypłat ratownik medyczny czy lekarz rezydent tylko obniżać mój podatek nie zatrudniać kolejny pielęgniarka tylko zwalniać mój podatek finansować być TVP sylwester marzenia trzynasty emerytura,83,wosp chlewobsranygownem zalesie bekazpisu medycyna nfz polska bekazpodludzi takaprawda tvpis,10,1
poniedziałek rano wchodze se na wykop od czasu do czasu odpale gorące i kurwa naprawde nie wiem co wy chcecie przekazać tymi wpisami z gołymi dupami nwm na siłe chcecie pokazać że jestescie hetero bo kolega przy piwie nazwał was pedałem czy co naprawde wykop rano wygląda jak ściany warsztatu samochodowego a już w ogóle rozpierdala mnie jak ktos ma autorski tag z gołymi babami XD jebani koneserzy kobiecego piękna idzcie se zwalic konia wieśniaki,poniedziałek rano wchodze wykop czas czas odpał gorący kurwa naprawde nie wiedzieć chcieć przekazać ten wpis goły dupa nwm siłe chcieć pokazać jestescie hetero kolega przy piwo nazwać wy pedał czy naprawde wykop rano wyglądać jak ściana warsztat samochodowy już ogół rozpierdalać miąć jak ktos autorski tag goły baba jebać koneser kobiecy piękny idzcie zwalic koń wieśniak,57,,0,1
Dacie plusa znowu mojemu rudemu kitku Wychował się z pieskami i skubany nawet macha ogonem gdy się cieszy xD myślałem żeby nagrać jakiś krótki filmik gdy się cieszy bo goście myślą że on jest zły gdy tak robi   ʖ,dać plus znowu mój rudy kitku wychować się piesek skubać nawet machać ogon gdy się cieszyć myśleć żeby nagrać jakiś krótki filmik gdy się cieszyć gościa myśl być zły gdy tak robić,32,pokazkota kitku smiesznypiesek,3,1
Mam  lata i od kilku miesięcy bawię się w dorosłe życie chodzę do pracy i w ogóle To jest kurde dramat że swoje życie poświęcamy na chodzenie codziennie do pracy jak sobie myślę że muszę to robić jeszcze  lat to żyć się odechciewa Nie tak powinno życie wyglądać Mirki czy tak będę się czuła już zawsze Czy z czasem człowiek przyzwyczaja się do roli niewolnika,mieć latać kilka miesiąc bawić się dorosły życie chodzić praca ogół być kurde dramat swój życie poświęcać chodzenie codziennie praca jak soba myśleć musza robić jeszcze lato życie się odechciewać nie tak powinien życie wyglądać Mirka czy tak być się czuły już zawsze czy czas człowiek przyzwyczajać się rola niewolnik,50,przemyslenia pracbaza,2,1
"Sytuacja sprzed chwili
Różowa od roku wszystko wg mnie git powrót z imienin jej wuja Różowa odwozi mnie do domu
 Ale ten Ani facet jest przystojny i chyba młodszy od niej
 No o dwa lata
 O cie chuj  to ja jestem starszy od niego o  lat Ty się lepiej zastanów czy chcesz być z takim starym dziadem
 Cały czas się zastanawiam
Bez żadnych heheszków Ja wykopfejsjpg i cisza w samochodzie przez całą drogę Wysiadam i mówię
 To się zastanów i daj mi znać
No i chuj no i cześć   ʖ",sytuacja sprzed chwila różowy rok wszystek miąć git powrót imieniny jej wuj różowy odwozić miąć dom ale ten ani facet być przystojny chybać młody on dwa latać cie chuj być stary on lato się dobrze zastanowić czy chcieć bycie taki stary dziad cały czas się zastanawiać bez żaden heheszków wykopfejsjpg cisza samochód przez cały droga wysiadać mówić się zastanowić dać znać chuj cześć,63,rozowepaski niebieskiepaski zwiazki wykopplus30club,4,1
"Od  stycznia  r działa w Polsce publiczny  Znajdują się tam wizerunki gwałcicieli i pedofilów wraz z ich podstawowymi danymi aktualnym miejscem pobytu i paragrafami za które zostali skazani Pod tagiem  przedstawiam Wam sylwetki niektórych z nich wraz z opisem zbrodni linkami do artykułów na ich temat i wszelkimi ciekawostkami które uda mi się wyszukać

  

Tekst możecie przeczytać tutaj lub na  Tam wrzuciłam też więcej zdjęć

Powiadomienia o nowych wpisach pojawiają się zawsze na fejsbukowym fanpejdżu  Ban od FB się skończył i mogę już publikować na swoich pejach 

Jeżeli ktoś chciałby wesprzeć mnie w tym co robię to zapraszam na 

  

 rocznik 

Marcin Ł przyszedł na świat w  roku w Białej Podlaskiej Do szkoły podstawowej uczęszczał w rodzinnych Horoszkach Małych a po zlikwidowaniu miejscowej placówki rodzice przenieśli go do pobliskich Serpelic Chłopiec ze względu na swoją potężną budowę ciała był wyśmiewany przez inne dzieci przez co trzymał się na uboczu grupy rówieśniczej Zdał maturę w Technikum Mechanizacji Rolnictwa w Janowie Podlaskim Już wtedy wiedział że tak jak jeden z jego starszych braci czuje się powołany do stanu duchownego Dlatego też w  roku wstąpił do Wyższego Seminarium Duchownego w Drohiczynie

Sześć lat później już jako ksiądz i magister został wikariuszem w Parafii św Andrzeja Apostoła w podlaskich Wyszkach i nauczycielem w tamtejszym Zespole Szkół Prowadził lekcje religii oraz woził dzieci na konkursy i wolontariaty W Internecie można znaleźć zdjęcia zrobione gdy razem z grupą dziewczynek odwiedził należące do Caritasu Warsztaty Terapii Zajęciowej w Bielsku Podlaskim Wikariusz cieszył się dobrą opinią mieszkańcy wsi mu ufali radzili się go a jedna z parafianek tak opisywała młodego duchownego

  Przyjemny miły po prostu ludzki

W  roku miała się odbyć kolejna edycja Ogólnopolskiego Konkursu Wiedzy Biblijnej Ksiądz Marcin usilnie zachęcał jedną ze swoich uczennic do wzięcia w nim udziału na co ostatecznie letnia Asia przystała W wyroku można przeczytać że letni duchowny podstępnie zwabił dziewczynkę na plebanię zapewniając że musi pomóc jej w przygotowaniach do konkursu Gdy nieświadoma zamiarów nauczyciela weszła do przykościelnego budynku Ł zamknął drzwi na klucz chwycił zdezorientowaną nastolatkę i zaniósł do swojej sypialni Tam zdjął sutannę a z niej spodnie i bieliznę Mimo płaczu i oporów lizał jej narządy rodne Tydzień później gdy nie chciała się zgodzić by znów zawiózł ją na plebanię pod pretekstem przygotowań do konkursu ksiądz Ł zamknął się z przestraszoną uczennicą w sali lekcyjnej Nie otworzył drzwi nawet wtedy gdy szkolny autobus odjechał a dziewczynka nie miała jak wrócić do domu Katecheta zaoferował że ją odwiezie jednak pokierował swoje auto w stronę przykościelnych zabudowań Tam zamknął drzwi na klucz i siłą przytrzymał wyrywającą się dziewczynkę Postawny mężczyzna unieruchomił ją i przeniósł do łóżka gdzie rozebrał od pasa w dół rozchylił nogi i pomimo jej łez i głośnych protestów lizał jej narządy płciowe i wkładał palce do pochwy

Tydzień później  czerwca nastał dzień konkursu Ksiądz Marcin był odpowiedzialny za dowiezienie uczestników na miejsce Po Asię przyjechał jeszcze przed początkiem lekcji w szkole Podczas jazdy stwierdził jednak że do rozpoczęcia testu jest jeszcze sporo czasu w którym mogą powtórzyć materiał ale wikariusz miał w planach inną powtórkę Skręcił w drogę na plebanię wprowadził dziewczynkę do środka i przekręcił klucz w zamku Mocno przytrzymał wyrywającą się i odpychającą go od siebie latkę i przeniósł ją do sypialni Położył ją na łóżku i mimo głośnych protestów zdjął z niej dolną część galowego stroju Przygniótł dziewczynkę swoim ciężarem i usiłował zgwałcić Jednak udało mu się tylko częściowo wprowadzić członka wycofał się ze względu na płacz dziewczynki i jej głośne skargi na ból

Nie znam okoliczności w jakich rodzice latki dowiedzieli się czego dopuścił się wobec ich dziecka ksiądz Ł jednak niedługo po Ogólnopolskim Konkursie Wiedzy Biblijnej duchowny zniknął z Wyszek  nie było go widać ani w kościele ani w szkole Po wsi zaczęły krążyć plotki że poważnie się rozchorował i przebywa w szpitalu Mieszkańców dziwił jednak fakt że podczas mszy proboszcz nie modli się o zdrowie nieobecnego kolegi Dopiero po czasie okazało się że jeszcze w czerwcu rodzice pokrzywdzonej latki zgłosili sprawę molestowania do Diecezji Drohiczyńskiej Pełnomocnik prawny kurii zawiadomił Prokuraturę Krajową o możliwości popełnienia przestępstwa z art  kk a decyzją biskupa młody ksiądz nie mógł wykonywać posługi kapłańskiej

We wsi zawrzało Oprócz głosów oburzenia na zachowanie księdza oraz współczucia dla dziewczynki pojawiły się też te negujące winę duchownego  Bo jak to tak trzy razy do niego chodziła Sama chciała czy Teraz te małolaty takie rozgolaszone chodzą i kuszą facetów Ludziom trudno było uwierzyć w winę osoby z tak nieposzlakowaną opinią dlatego część winy przerzucali na ofiarę gwałciciela krzywdząc ją przy tym jeszcze bardziej

Podczas składania wyjaśnień w Prokuraturze Okręgowej w Ostrołęce Marcin Ł częściowo przyznał się do winy Postawiono mu zarzut zgwałcenia małoletniej poniżej  roku życia art    pkt  kk i użycia groźby lub podstępu by doprowadzić do obcowania płciowego art    kk Podejrzany do tymczasowego aresztu trafił dopiero w listopadzie  roku Z czasem Sąd w Ostrołęce zmienił areszt na poręczenie majątkowe i po wpłacie  tys zł w połowie stycznia  roku ksiądz opuścił mury więzienia Biskup drohiczyński umieścił Ł w klasztorze gdzie ten oczekiwał do rozprawy Sąd zakazał mu opuszczania kraju oraz zbliżania się do pokrzywdzonej dziewczynki którą zajął się psycholog

Proces w Sądzie Okręgowym w Białymstoku rozpoczął się w marcu  roku Marcin Ł odpowiadał w nim z wolnej stopy Posiedzenia były w całości niejawne odtajniono jedynie ogłoszenie wyroku który zapadł już  maja Marcin Ł został skazany na  lat pozbawienia wolności otrzymał letni zakaz zbliżania się i kontaktowania z pokrzywdzoną oraz letni zakaz wykonywania zawodu związanego z opieką nad małoletnimi Obrońca oskarżonego złożył apelację jednak  października tego samego roku Sąd Okręgowy w Białymstoku utrzymał wyrok w mocy Ksiądz do aresztu trafił dopiero po dwóch miesiącach od ogłoszenia wyroku przez SO Przebywa tam do dziś

  

imię wymyśliłam na potrzeby tekstu

  

Do napisania powyższego tekstu korzystałam ze zanonimizowanego wyroku który dostałam od Sądu Okręgowego w Białymstoku oraz wyroku Sądu Apelacyjnego w Białymstoku Informacje z prasy i internetu które zawarłam w tym tekście pochodzą             i 

Nad poprawnością języka polskiego w moich tekstach czuwa  a nad językiem prawnym prawniczym oraz służąc wiedzą z dziedziny prawa karnego",styczeń działać Polska publiczny znajdować się tam wizerunek gwałciciel pedofil wraz on podstawowy dany aktualny miejsce pobyt paragraf który zostać skazany pod tag przedstawiać wy sylwetka niektóry on wraz opis zbrodnia linka artykuł on temat wszelki ciekawostka który udać się wyszukać tekst móc przeczytać tutaj lub tam wrzucić tenże dużo zdjęcia powiadomienie nowy wpis pojawiać się zawsze fejsbukowym fanpejdżu ban się skończyć móc już publikować swój pejach jeżeli kto chcieć wesprzeć miąć ten robić zapraszać rocznik Marcin przyjść świat rok biały podlaski szkoła podstawowy uczęszczać rodzinny Horoszki mały zlikwidować miejscowy placówka rodzice przenieść pobliski Serpelice chłopiec wzgląd swój potężny budowa ciało być wyśmiewać przez inny dziecko przez trzymać się ubocze grupa rówieśniczy zdać matura technikum mechanizacja rolnictwo Janowo podlaski już wtedy wiedzieć tak jak jeden on stary bracić czuć się powołany stan duchowny dlatego tenże rok wstąpić wysoki seminarium duchowny Drohiczyn sześć lato późno już jaka ksiądz magister zostać wikariusz parafia Andrzej apostoł podlaski wyszka nauczyciel tamtejszy zespół szkoła prowadzić lekcja religia oraz wozić dziecko konkurs wolontariat internet możny znaleźć zdjęcia zrobić gdy razem grupa dziewczynka odwiedzić należący Caritas warsztaty terapia zajęciowy bielski podlaski wikariusz cieszyć się dobry opinia mieszkaniec wieś ufać radzić się jeden parafianka tak opisywać młody duchowny przyjemny miły prosty ludzki rok mieć się odbyć kolejny edycja ogólnopolski konkurs wiedza biblijny ksiądz Marcin usilnie zachęcać jeden swój uczennica wzięcie nim udział ostatecznie letni Asia przystać wyrok możny przeczytać letni duchowny podstępnie zwabić dziewczynka plebania zapewniać muszy pomóc jej przygotowanie konkurs gdy nieświadomy zamiar nauczyciel wejść przykościelny budynek zamknąć drzwi klucz chwycić zdezorientować nastolatka zanieść swój sypialny tam zdjąć sutanna on spodni bielizna mimo płacz opór lizać jej narząd rodny tydzień późno gdy nie chcieć się zgodzić znów zawieźć plebania pod pretekst przygotowanie konkurs ksiądz zamknąć się przestraszyć uczennica sala lekcyjny nie otworzyć drzwi nawet wtedy gdy szkolny autobus odjechać dziewczynka nie mieć jak wrócić dom katecheta zaoferować odwieźć jednak pokierować swój auto strona przykościelny zabudowania tam zamknąć drzwi klucz siła przytrzymać wyrywać się dziewczynka postawny mężczyzna unieruchomić przenieść łóżko gdzie rozebrać pasać dół rozchylić noga pomimo jej łza głośny protest lizać jej narząd płciowy wkładać palec pochwa tydzień późno czerwiec nastać dzień konkurs ksiądz Marcin być odpowiedzialny dowieźć uczestnik miejsce Asia przyjechać jeszcze przed początek lekcja szkoła podczas jazda stwierdzić jednak rozpoczęcie test być jeszcze sporo czas który móc powtórzyć materiał ale wikariusz mieć plan inny powtórka skręcić droga plebania wprowadzić dziewczynka środek przekręcić klucz zamek mocno przytrzymać wyrywać się odpychający siebie Latka przenieść sypialny położyć łóżko mimo głośny protest zdjąć on dolny część galowy strój przygnieść dziewczynka swój ciężar usiłować zgwałcić jednak udać się tylko częściowo wprowadzić członek wycofać się wzgląd płacz dziewczynka jej głośny skarga ból nie znać okoliczność jaki rodzice latek dowiedzieć się czego dopuścić się wobec on dziecko ksiądz jednak niedługo ogólnopolski konkurs wiedza biblijny duchowny zniknąć wyszka nie być widać ani kościół ani szkoła wieś zacząć krążyć plotka poważnie się rozchorować przebywać szpital mieszkaniec dziwić jednak fakt podczas mszyć proboszcz nie modlić się zdrowie nieobecny kolega dopiero czas okazać się jeszcze czerwiec rodzice pokrzywdzony latek zgłosić sprawa molestować diecezja drohiczyński pełnomocnik prawny kuria zawiadomić prokuratura krajowy możliwości popełnieć przestępstwo Art decyzja biskup młody ksiądz nie móc wykonywać posługa kapłański wieś zawrzeć oprócz głos oburzenie zachowanie ksiądz oraz współczucie dla dziewczynka pojawić się tenże negować winąć duchowny jak tak trzy raz on chodzić sam chcieć czy teraz małolata taki rozgolaszone chodzić kusić facet człowiek trudno być uwierzyć winąć osoba tak nieposzlakowany opinia dlatego część wina przerzucać ofiara gwałciciel krzywdzić przy ten jeszcze bardzo podczas składać wyjaśnienie prokuratura okręgowy ostrołęka Marcin częściowo przyznać się wina postawić zarzut zgwałcić małoletni poniżej rok życie Art punkt użycie groźba lub podstęp doprowadzić obcowanie płciowy Art podejrzany tymczasowy areszt trafić dopiero listopad rok czas sąd ostrołęka zmienić areszt poręczenie majątkowy wpłata Tys połowa styczeń rok ksiądz opuścić mur więzienie biskup drohiczyński umieścić klasztor gdzie ten oczekiwać rozprawa sąd zakazać opuszczać kraj oraz zbliżać się pokrzywdzony dziewczynka który zająć się psycholog proces sąd okręgowy Białystok rozpocząć się marzec rok Marcin odpowiadać nim wolny stop posiedzenie były całość niejawny odtajnić jedynie ogłoszenie wyrok który zapaść już maja Marcin zostać skazany lato pozbawienie wolność otrzymać letni zakaz zbliżać się kontaktować pokrzywdzony oraz letni zakaz wykonywać zawód związany opiec nad małoletni obrońca oskarżony złożyć apelacja jednak październik ten sam rok sąd okręgowy Białystok utrzymać wyrok moc ksiądz areszt trafić dopiero dwa miesiąc ogłoszenie wyrok przez przebywać tam dziś imię wymyślić potrzeba tekst napisać powyższy tekst korzystać zanonimizowanego wyrok który dostać sąd okręgowy Białystok oraz wyrok sąd apelacyjny Białystok informacja prasa internet który zawrzeć ten tekst pochodzić nad poprawność język polski mój tekst czuwać nad język prawny prawniczy oraz służyć wiedza dziedzina prawy karny,771,rejestrzboczencow kryminalne kryminalistyka gruparatowaniapoziomu qualitycontent podlasie bialapodlaska janowpodlaski drohiczyn pedofiliawkosciele bielskpodlaski,11,1
"Gdyby ktoś potrzebował pomocy w wyprowadzaniu piesków  dzieciaki chcą dorobić
Prąnik Biały",gdyby kto potrzebować pomoc wyprowadzać piesek dzieciak chcieć dorobić prąnik biały,11,krakow psy,2,1
And thats a fact,Anda thats fact,3,,0,1
Kurde ale bym sobie obejrzał taki serial na netflixie o poczynaniach Pershinga i spółki Wszystkie zdjecia z tamtego czasu z ich udziałem maja w sobie to coś Mega melancholijny mood,kurde ale by soba obejrzeć taki serial netflixie poczynania pershing spółka wszystek zdjecia tamten czas on udziać maja soba co mega melancholijny mood,23,,0,1
"Mireczki i Mirabeleczki  

Czy wiecie że

Orkiestra gra już  raz 

W  gramy dla zapewnienia najwyższych standardów diagnostycznych i leczniczych w dziecięcej medycynie zabiegowej

Wciąż możecie nas wspierać σ ʖσ

Jak to zrobić   Bardzo prosto i przyjemnie mianowicie

 Znaleźć wolontariusza z puszką i dorzucić przysłowiowe  grosze nie zapominając o odebraniu czerwonego serca

 

To są tylko niektóre z opcji wsparcia fundacji 

Chcecie dowiedzieć się więcej

Zapraszamy na naszą stronę gdzie znajdziecie wszystkie sposoby jakimi możecie wesprzeć akcję 
 

       

fot",Mireczek mirabeleczki czy wiedzieć orkiestra gra już raz grać dla zapewnienie najwyższy standard diagnostyczny leczniczy dziecięcy medycyna zabiegowy wciąż móc my wspierać jak zrobić bardzo prosto przyjemnie mianowicie znaleźć wolontariusz puszka dorzucić przysłowiowy grosze nie zapominać odebrać czerwony serce tylko niektóry opcja wsparcie fundacja chcieć dowiedzieć się dużo zapraszać nasz strona gdzie znajść wszystek sposób jaki móc wesprzeć akcja fot,60,wosp wosp2020 europa swiat wolontariat wspieram pomagam gramzwosp,8,1
co drugi plus zostanie multimiliaderem,drugi plus zostać multimiliaderem,4,,0,1
"za pisanie 
kurczak
 sery 
powinien być pluton egzekucyjny",pisanie kurczak ser powinien bycie pluton egzekucyjny,7,,0,1
"Typowe polactwo min dzięki zbiórce i zakupowi sprzętu przez WOŚP sprawdzanie słuchu u niemowląt w Polsce to standard którego nie ma w żadnym innym kraju na świecie nawet w USA To dzięki temu sprzętowi można wcześnie wykryć wadę słuchu u niemowląt i podjąć leczenie
Ziemkiewicz to oczytany idiota",typowy polactwo minuta dzięki zbiórka zakupowy sprzęt przez WOŚP sprawdzać słuch niemowlę Polska standard który nie żaden inny kraj świat nawet USA dzięki ten sprzętowy możny wcześnie wykrycie wada słuch niemowlę podjąć leczenie Ziemkiewicz oczytany idiota,36,polska bekazprawakow patologiazewsi riserczziemkiewiczowski ziemkiewicz,5,1
"Mamy kolejny rekord  

Na chwilę obecną zebraliśmy już   

Liczenie będzie jeszcze trwało długo i długo  

To jak Mireczki i Mirabeleczki 

Jaki wynik obstawiacie  σ ʖσ

         

Fot",mama kolejny rekord chwila obecny zebrać już liczyć być jeszcze trwało długo długo jak Mireczek mirabeleczki jaki wynik obstawiać fot,20,wosp wosp2020 europa swiat wolontariat wykop gramyrazem naczasie aktualnosci,9,1
,,0,skoki skokinarciarskie humorobrazkowy,3,1
,,0,heheszki humorobrazkowy,2,1
Kurwa  o  tylko obwiniała Owsiaka o śmierć Adamowicza Zero przyzwoitości Rozumiem że im nie po drodze ale taka szczujnia Ręce opadają,kurwa tylko obwiniać Owsiak śmierć Adamowicz zero przyzwoitość rozumieć nie droga ale taki szczujnia ręka opadać,16,tvpis wosp,2,1
"Wyznałem miłość mojej koleżance z roku Zawsze była dla mnie miła i pomocna Myślałem ze tez do mnie coś czuje Liczyłem że będziemy razem a tu odpowiedz jak zwykle jakbym był chadem to by tego nie pomyliła 
Japierdole co jest z wami  Kiedy ten",wyznać miłość mój koleżanka rok zawsze były dla miąć miły pomocny myśleć teza miąć co czuć liczyć być razem odpowiedzieć jak zwykle jakby być chadem ten nie pomylić japierdole być wy kiedy ten,33,rozowepaski betauprising przegryw logikaniebieskichpaskow logikarozowychpaskow,5,1
,,0,marketing humorobrazkowy volvo wygryw,4,1
"Kurrrrrrrr ale to było dobre ale urwał

          ʖ",kurrrrrrrr ale być dobry ale urwać,6,pilkanozna realmadryt atletico laliga meczgif mecz fut fifa20,8,1
Żyjąca legenda   ʖ,żyjący legenda,2,walaszek kapitanbomba egzorcysta porucznikkabura,4,1
,,0,hanuszki heheszki humorobrazkowy,3,1
,,0,tygodniknie tvpis heheszki bekaztvp humorobrazkowy,5,1
Z racji że dziś final wielkiej orkiestry świątecznej pomocy to zamiast grandera z frytkami za  zł którego uwielbiam to zamiast wrzucić do puszki dopłaciłem do grandera z quritto za  zł,racja dziś final wielki orkiestra świąteczny pomoc zamiast grandera frytka który uwielbiać zamiast wrzucić puszka dopłacić grandera quritto,18,czujedobrzeczlowiek wosp mirasekgrubasek,3,1
"PiS odciął służby mundurowe od kwestowania na WOSP ale nie mogł tego zrobić z wojskowymi z USA Chorwacji Wielkiej Brytanii i Rumunii stacjonującymi w Polsce

materiał wideo",PiS odciąć służba mundurowy kwestować wosp ale nie mogł ten zrobić wojskowy USA Chorwacja wielki brytania Rumunia stacjonować Polska materiał wideo,21,wosp wojsko neuropa,3,1
"Proboszcz Parafii Polskokatolickiej pw św Jakuba Apostoła w Żółkiewce Wolontariusze WOŚP nie zbierają pieniędzy dla siebie tylko by ratować innych dlatego wpuszczam ich do kościoła Parafianie Popieramy pomysł żeby zamiast tacy przekazać datki na Orkiestrę Wolontariusze Ludzie są bardzo hojni

Źródło",proboszcz parafia polskokatolicki Jakub apostoł Żółkiewka wolontariusz WOŚP nie zbierać pieniądz dla siebie tylko ratować inny dlatego wpuszczać on kościół parafianin popierać pomysł żeby zamiast taki przekazać datek orkiestra wolontariusz lud bardzo hojny źródło,34,wosp,1,1
"Na dobry początek tygodnia  naszej klawiatury bezprzewodowej z touchpadem   idealnie współpgrająca z naszymi  ale nie tylko 

Klawiaturę możecie zobaczyć na poniższej recenzji u Banacha dodatkowo testował ją   miało  oraz 

Co zrobić
 Zaplusuj
 Wyniki jutro
Zielonki nie biorą udziału

Ps Nie nie jest to model i za usd    ʖ  zresztą zobaczcie sami 

 

Zobacz nasze produkty  


Klawiatury KW  
TVBOX GOLD",dobry początek tydzień nasz klawiatura bezprzewodowy touchpad idealnie współpgrająca nasz ale nie tylko klawiatura móc zobaczyć poniższy recenzja Banach dodatkowo testować mieć oraz zrobić zaplusuj wynik jutro zielonka nie brać udział nie nie być model United_States_Dollar zresztą zobaczyć sam zobaczyć nasz produkt klawiatura tvbox Golda,45,rozdajo savio wykopowytest ceneo,4,1
O BORZE O KURWA,bor kurwa,2,,0,1
,,0,,0,1
"Cześć Mirki i Mirabelki
Druga edycji wykoPAKI dobiega końca Chcielibyśmy wszystkim Wam podziękować za udział w zabawie Cieszymy się że kolejny raz byliście z nami Dziękujemy za wszystkie dobre słowa i motywację do działania  bez Was tej zabawy by nie było Ta edycja była rekordowa pod każdym względem dlatego przygotowaliśmy dla Was infografikę na której przedstawiliśmy najciekawsze statystyki 

Aktualnie monitorujemy wszystkie paczki z którymi zgłosiliśmy nam problemy W razie odrzucenia reklamacji będziemy potrzebować pomocy wolontariuszy z którymi będziemy się kontaktować poprzez PW

Strona zabawy będzie dostępna do końca stycznia Po tym czasie dostęp do panelu uczestnika nie będzie możliwy W tym roku udostępniliśmy Wam opcję zachowania swoich danych do kolejnej edycji dzięki czemu ponowne wypełnienia opisu oraz danych wysyłkowych nie będzie konieczne Zgodę na zachowanie danych możecie wyrazić w panelu uczestnika w zakładce  Brak takiej zgody spowoduje usunięcie wszystkich danych uczestnika wraz z początkiem lutego Pamiętajcie że zachowanie danych nie zobowiązuje do uczestnictwa w kolejnej edycji

Podobnie jak w zeszłym roku chcielibyśmy kolejną edycję zabawy przygotować razem z Wami Na wszystkich którzy w tej edycji wysłali swoje paczki w panelu uczestnika czeka zakładka Ankieta w której zadaliśmy Wam kilka anonimowych pytań dotyczących przyszłości zabawy Żadne pytanie nie jest obowiązkowe możecie więc odpowiedzieć tylko na wybrane choć każda dodatkowa odpowiedź będzie dla nas bardzo cenna

Na koniec chcielibyśmy podziękować  za pomoc w promocji zabawy oraz w walce z technicznymi zawiłościami integracji wykoPAKI z Wykopem 

Do zobaczenia w kolejnej edycji

Pozdrawiamy 
Ekipa wykoPAKI w składzie   oraz",cześć Mirka mirabelka drugi edycja wykopaki dobiegać koniec chcieć wszystek wy podziękować udziać zabawa cieszyć się kolejny raz być my dziękować wszystek dobry słowo motywacja działanie bez wy ten zabawa nie być edycja były rekordowy pod każdy wzgląd dlatego przygotować dla wy infografika który przedstawić ciekawy statystyka aktualnie monitorować wszystek paczka który zgłosić my problem raz odrzucenie reklamacja być potrzebować pomoc wolontariusz który być się kontaktować poprzez strona zabawa być dostępny koniec styczeń ten czas dostęp panel uczestnik nie być możliwy ten rok udostępnić wy opcja zachowanie swój dany kolejny edycja dzięki czemu ponowny wypełnienie opis oraz dany wysyłkowy nie być konieczny zgoda zachowanie dany móc wyrazić panel uczestnik zakładka brak taki zgoda spowodować usunięcie wszyscy dany uczestnik wraz początek luty pamiętać zachowanie dany nie zobowiązywać uczestnictwo kolejny edycja podobnie jak zeszły rok chcieć kolejny edycja zabawa przygotować razem wy wszyscy który ten edycja wysłać swój paczka panel uczestnik czekać zakładka ankieta który zadać wy kilka anonimowy pytanie dotyczyć przyszłość zabawa żaden pytanie nie być obowiązkowy móc więc odpowiedzieć tylko wybrany choć każdy dodatkowy odpowiedź być dla my bardzo cenny koniec chcieć podziękować pomoc promocja zabawa oraz walc techniczny zawiłość integracja wykopaki wykop zobaczenie kolejny edycja pozdrawiać ekipa wykopaki skład oraz,201,wykopaka,1,1
"Ale mnie wkurwia współlokatorka 
Jest na pierwszym roku jebany pierwszoroczniak a strasznie się rządzi Jak coś wyschnie na suszarce i nie schowasz tego natychmiast do szafki to się przypierdala Wiecznie coś jej śmierdzi tylko rozstawia odświeżacze powietrza i otwiera okna Czepia się mnie że śmiem coś usmażyć że sobie żyły zapcham tłuszczem  jak piję herbatę to też musi skomentować że za długo ją parzę Tak jak pisałam  jest na pierwszym roku studiów A ja Pyra dorosła już dawno po studiach starsza od niej że ho ho i ona mi będzie warunki ustalać Czepiać się jakichś rzeczy z dupy których nawet komentować nie powinna
Szkoda że jestem spierdoliną i nic jej nie powiem tylko będę siedzieć z podkulonym ogonem i postować na mirko Jakbym była bardziej śmiała to bym jej tak powiedziała no mówię wam no tak bym jej powiedziała",ale miąć wkurwiać współlokatorka być pierwszy rok jebać pierwszoroczniak strasznie się rządzić jak co wyschnąć suszarka nie schować ten natychmiast szafka się przypierdalać wiecznie co jej śmierdzieć tylko rozstawiać odświeżacz powietrze otwierać okno czepiać się miąć śmieć co usmażyć soba żyła zapchać tłuszcz jak pić herbata tenże muszy skomentować długo parzyć tak jak pisać być pierwszy rok studia pyra dorosły już dawno studia stary on on być warunki ustalać czepiać się jakiś rzecz dupa który nawet komentować nie powinny szkoda być spierdoliną nic jej nie powiedzieć tylko być siedzieć podkulić ogon postować Mirka jakby były bardzo śmiały by jej tak powiedzieć mówić wy tak by jej powiedzieć,107,gownowpis stancjabaza zyciebaza pyramarudzi gorzkiezale,5,1
